"formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C22H22O8N2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4375,0,1,0.36,3,13,0.1364
"C21H26O8","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2941,-0.4762,1.24,0.38,1,9,0.0476
"C20H26O11","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1724,-0.2,1.3,0.55,-3,8,-0.15
"C18H30O10","[M+Cl]-","aliphatic","aliphatic",-0.0769,-0.5556,1.67,0.56,-6,4,-0.3333
"C24H26O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4,-0.4167,1.08,0.33,4,12,0.1667
"C26H30O2S1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4167,-0.9231,1.15,0.08,9,12,0.3462
"C22H30O7","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2432,-0.7273,1.36,0.32,1,8,0.0455
"C21H30O10","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.125,-0.4762,1.43,0.48,-3,7,-0.1429
"C19H34O9","[M+Cl]-","aliphatic","aliphatic",-0.1034,-0.8421,1.79,0.47,-6,3,-0.3158
"C25H30O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3488,-0.64,1.2,0.28,4,11,0.16
"C24H30O6N2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3158,-0.5,1.25,0.25,3,11,0.125
"C23H34O6","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2,-0.9565,1.48,0.26,1,7,0.0435
"C22H34O9","[M-H]-","aliphatic","aliphatic",0.0857,-0.7273,1.55,0.41,-3,6,-0.1364
"C20H38O8","[M+Cl]-","aliphatic","aliphatic",-0.125,-1.1,1.9,0.4,-6,2,-0.3
"C26H34O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3043,-0.8462,1.31,0.23,4,10,0.1538
"C24H38O5","[M+Cl]-","aliphatic","aliphatic",0.1628,-1.1667,1.58,0.21,1,6,0.0417
"C23H38O8","[M-H]-","aliphatic","aliphatic",0.0526,-0.9565,1.65,0.35,-3,5,-0.1304
"C20H42O8S1","[M-H]-","aliphatic","lipid",-0.3333,-1.2,2.1,0.4,-9,0,-0.45
"C21H42O7","[M+Cl]-","aliphatic","lipid",-0.1429,-1.3333,2,0.33,-6,1,-0.2857
"C23H42O4N2S1","[M-H]-","aliphatic","aliphatic+N",-0.0556,-1.1304,1.83,0.17,-3,4,-0.1304
"C24H42O7","[M-H]-","aliphatic","aliphatic",0.0244,-1.1667,1.75,0.29,-3,4,-0.125
"C22H46O6","[M+Cl]-","aliphatic","lipid",-0.1579,-1.5455,2.09,0.27,-6,0,-0.2727
"C25H46O6","[M-H]-","aliphatic","aliphatic",0,-1.36,1.84,0.24,-3,3,-0.12
"C29H46O3","[M-H]-","aliphatic","aliphatic",0.2,-1.3793,1.59,0.1,4,7,0.1379
"C26H50O5","[M-H]-","aliphatic","aliphatic",-0.0213,-1.5385,1.92,0.19,-3,2,-0.1154
"C19H21O9N1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3333,0,1.11,0.47,0,10,0
"C16H25O11N1","[M+Cl]-","aliphatic","aliphatic+N",-0.1579,0,1.56,0.69,-7,5,-0.4375
"C20H25O8N1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2667,-0.3,1.25,0.4,0,9,0
"C17H29O10N1","[M+Cl]-","aliphatic","aliphatic+N",-0.1818,-0.3529,1.71,0.59,-7,4,-0.4118
"C17H33O10N1S1","[M-H]-","aliphatic","aliphatic+N",-0.5,-0.4706,1.94,0.59,-10,2,-0.5882
"C18H33O9N1","[M+Cl]-","aliphatic","aliphatic+N",-0.2,-0.6667,1.83,0.5,-7,3,-0.3889
"C22H33O6N1","[M+Cl]-","aliphatic","aliphatic+N",0.1667,-0.8182,1.5,0.27,0,7,0
"C18H37O9N1S1","[M-H]-","aliphatic","lipid",-0.4783,-0.7778,2.06,0.5,-10,1,-0.5556
"C22H16O8","[M+Cl]-","aromatic","aromatic",0.6111,0,0.73,0.36,7,15,0.3182
"C21H16O11","[M-H]-","aromatic","aromatic",0.5484,0.2857,0.76,0.52,3,14,0.1429
"C18H20O11S1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2174,0.2222,1.11,0.61,-3,9,-0.1667
"C19H20O10","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3571,0,1.05,0.53,0,10,0
"C23H20O7","[M+Cl]-","aromatic","aromatic",0.5385,-0.2609,0.87,0.3,7,14,0.3043
"C22H20O10","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4706,0,0.91,0.45,3,13,0.1364
"C24H24O4S1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4762,-0.5833,1,0.17,8,13,0.3333
"C20H24O9","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2903,-0.3,1.2,0.45,0,9,0
"C19H24O12","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1538,0,1.26,0.63,-4,8,-0.2105
"C17H28O11","[M+Cl]-","aliphatic","aliphatic",-0.1304,-0.3529,1.65,0.65,-7,4,-0.4118
"C23H24O9","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4054,-0.2609,1.04,0.39,3,12,0.1304
"C25H28O3S1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4222,-0.8,1.12,0.12,8,12,0.32
"C21H28O8","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2353,-0.5714,1.33,0.38,0,8,0
"C18H32O8S1","[M+Cl]-","aliphatic","aliphatic",-0.1538,-0.7778,1.78,0.44,-6,3,-0.3333
"C20H28O11","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1034,-0.3,1.4,0.55,-4,7,-0.2
"C18H32O10","[M+Cl]-","aliphatic","aliphatic",-0.1538,-0.6667,1.78,0.56,-7,3,-0.3889
"C24H28O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.35,-0.5,1.17,0.33,3,11,0.125
"C26H32O2S1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.375,-1,1.23,0.08,8,11,0.3077
"C22H32O7","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.1892,-0.8182,1.45,0.32,0,7,0
"C21H32O10","[M-H]-","aliphatic","aliphatic",0.0625,-0.5714,1.52,0.48,-4,6,-0.1905
"C26H32O4","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.375,-0.9231,1.23,0.15,7,11,0.2692
"C19H36O9","[M+Cl]-","aliphatic","aliphatic",-0.1724,-0.9474,1.89,0.47,-7,2,-0.3684
"C25H32O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3023,-0.72,1.28,0.28,3,10,0.12
"C30H32O1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4915,-1,1.07,0.03,14,15,0.4667
"C23H36O6","[M+Cl]-","aliphatic","aliphatic",0.15,-1.0435,1.57,0.26,0,6,0
"C22H36O9","[M-H]-","aliphatic","aliphatic",0.0286,-0.8182,1.64,0.41,-4,5,-0.1818
"C28H32O3N2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4286,-0.7143,1.14,0.11,9,14,0.3214
"C20H40O8","[M+Cl]-","aliphatic","lipid",-0.1875,-1.2,2,0.4,-7,1,-0.35
"C26H36O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2609,-0.9231,1.38,0.23,3,9,0.1154
"C24H40O5","[M+Cl]-","aliphatic","aliphatic",0.1163,-1.25,1.67,0.21,0,5,0
"C27H40O3S1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2245,-1.1852,1.48,0.11,4,8,0.1481
"C23H40O8","[M-H]-","aliphatic","aliphatic",0,-1.0435,1.74,0.35,-4,4,-0.1739
"C28H40O2","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2963,-1.2857,1.43,0.07,7,9,0.25
"C21H44O7","[M+Cl]-","aliphatic","lipid",-0.2,-1.4286,2.1,0.33,-7,0,-0.3333
"C27H40O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2245,-1.1111,1.48,0.19,3,8,0.1111
"C24H44O7","[M-H]-","aliphatic","aliphatic",-0.0244,-1.25,1.83,0.29,-4,3,-0.1667
"C25H48O6","[M-H]-","aliphatic","aliphatic",-0.0455,-1.44,1.92,0.24,-4,2,-0.16
"C20H27O8N1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2,-0.4,1.35,0.4,-1,8,-0.05
"C17H31O10N1","[M+Cl]-","aliphatic","aliphatic+N",-0.2727,-0.4706,1.82,0.59,-8,3,-0.4706
"C18H6O12S1","[M-H]-","condensed aromatic","condensed aromatic",0.8182,1.1111,0.33,0.67,3,16,0.1667
"C16H14O13S1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2941,0.875,0.88,0.81,-4,10,-0.25
"C22H18O8","[M+Cl]-","aromatic","aromatic",0.5556,-0.0909,0.82,0.36,6,14,0.2727
"C13H22O13N2S1","[M-H]-","aliphatic","aliphatic+N",-1.5714,0.9231,1.69,1,-12,4,-0.9231
"C21H18O11","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4839,0.1905,0.86,0.52,2,13,0.0952
"C19H22O10","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2857,-0.1053,1.16,0.53,-1,9,-0.0526
"C23H22O7","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4872,-0.3478,0.96,0.3,6,13,0.2609
"C22H22O10","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4118,-0.0909,1,0.45,2,12,0.0909
"C20H26O9","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2258,-0.4,1.3,0.45,-1,8,-0.05
"C19H26O12","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.0769,-0.1053,1.37,0.63,-5,7,-0.2632
"C17H30O11","[M+Cl]-","aliphatic","aliphatic",-0.2174,-0.4706,1.76,0.65,-8,3,-0.4706
"C23H26O9","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3514,-0.3478,1.13,0.39,2,11,0.087
"C21H30O8","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.1765,-0.6667,1.43,0.38,-1,7,-0.0476
"C20H30O11","[M-H]-","aliphatic","aliphatic",0.0345,-0.4,1.5,0.55,-5,6,-0.25
"C18H34O10","[M+Cl]-","aliphatic","aliphatic",-0.2308,-0.7778,1.89,0.56,-8,2,-0.4444
"C23H30O7N2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2571,-0.4348,1.3,0.3,1,10,0.0435
"C22H34O7","[M+Cl]-","aliphatic","aliphatic",0.1351,-0.9091,1.55,0.32,-1,6,-0.0455
"C21H34O10","[M-H]-","aliphatic","aliphatic",0,-0.6667,1.62,0.48,-5,5,-0.2381
"C19H38O9","[M+Cl]-","aliphatic","lipid",-0.2414,-1.0526,2,0.47,-8,1,-0.4211
"C25H34O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2558,-0.8,1.36,0.28,2,9,0.08
"C23H38O6","[M+Cl]-","aliphatic","aliphatic",0.1,-1.1304,1.65,0.26,-1,5,-0.0435
"C22H38O9","[M-H]-","aliphatic","aliphatic",-0.0286,-0.9091,1.73,0.41,-5,4,-0.2273
"C26H38O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2174,-1,1.46,0.23,2,8,0.0769
"C24H42O5","[M+Cl]-","aliphatic","aliphatic",0.0698,-1.3333,1.75,0.21,-1,4,-0.0417
"C23H42O8","[M-H]-","aliphatic","aliphatic",-0.0526,-1.1304,1.83,0.35,-5,3,-0.2174
"C27H42O5","[M-H]-","aliphatic","aliphatic",0.1837,-1.1852,1.56,0.19,2,7,0.0741
"C24H46O7","[M-H]-","aliphatic","aliphatic",-0.0732,-1.3333,1.92,0.29,-5,2,-0.2083
"C26H50O3","[M+Cl]-","aliphatic","aliphatic",0.0204,-1.6923,1.92,0.12,-1,2,-0.0385
"C25H50O6","[M-H]-","aliphatic","lipid",-0.0909,-1.52,2,0.24,-5,1,-0.2
"C27H54O2","[M+Cl]-","aliphatic","lipid",0,-1.8519,2,0.07,-1,1,-0.037
"C24H33O7N1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2308,-0.6667,1.38,0.29,1,9,0.0417
"C20H16O12","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.5,0.4,0.8,0.6,1,13,0.05
"C18H20O11","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.28,0.1111,1.11,0.61,-2,9,-0.1111
"C26H20O3S1","[M+Cl]-","aromatic","aromatic",0.617,-0.4615,0.77,0.12,13,17,0.5
"C22H20O8","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.5,-0.1818,0.91,0.36,5,13,0.2273
"C21H20O11","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4194,0.0952,0.95,0.52,1,12,0.0476
"C19H24O10","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2143,-0.2105,1.26,0.53,-2,8,-0.1053
"C18H24O13","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.0435,0.1111,1.33,0.72,-6,7,-0.3333
"C27H24O2S1","[M+Cl]-","aromatic","aromatic",0.56,-0.6667,0.89,0.07,13,16,0.4815
"C23H24O7","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4359,-0.4348,1.04,0.3,5,12,0.2174
"C22H24O10","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3529,-0.1818,1.09,0.45,1,11,0.0455
"C20H28O9","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.1613,-0.5,1.4,0.45,-2,7,-0.1
"C19H28O12","[M-H]-","unsaturated/lignin","unsaturated/lignin",0,-0.2105,1.47,0.63,-6,6,-0.3158
"C24H28O6","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.381,-0.6667,1.17,0.25,5,11,0.2083
"C17H32O11","[M+Cl]-","aliphatic","aliphatic",-0.3043,-0.5882,1.88,0.65,-9,2,-0.5294
"C23H28O9","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2973,-0.4348,1.22,0.39,1,10,0.0435
"C22H28O8N2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.25,-0.2727,1.27,0.36,0,10,0
"C21H32O8","[M+Cl]-","aliphatic","aliphatic",0.1176,-0.7619,1.52,0.38,-2,6,-0.0952
"C20H32O11","[M-H]-","aliphatic","aliphatic",-0.0345,-0.5,1.6,0.55,-6,5,-0.3
"C25H32O5","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.88,1.28,0.2,5,10,0.2
"C18H36O10","[M+Cl]-","aliphatic","lipid",-0.3077,-0.8889,2,0.56,-9,1,-0.5
"C24H32O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.25,-0.6667,1.33,0.33,1,9,0.0417
"C22H36O7","[M+Cl]-","aliphatic","aliphatic",0.0811,-1,1.64,0.32,-2,5,-0.0909
"C21H36O10","[M-H]-","aliphatic","aliphatic",-0.0625,-0.7619,1.71,0.48,-6,4,-0.2857
"C25H36O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2093,-0.88,1.44,0.28,1,8,0.04
"C27H40O1S1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2549,-1.3333,1.48,0.04,6,8,0.2222
"C23H40O6","[M+Cl]-","aliphatic","aliphatic",0.05,-1.2174,1.74,0.26,-2,4,-0.087
"C22H40O9","[M-H]-","aliphatic","aliphatic",-0.0857,-1,1.82,0.41,-6,3,-0.2727
"C26H40O6","[M-H]-","aliphatic","aliphatic",0.1739,-1.0769,1.54,0.23,1,7,0.0385
"C24H44O5","[M+Cl]-","aliphatic","aliphatic",0.0233,-1.4167,1.83,0.21,-2,3,-0.0833
"C23H44O8","[M-H]-","aliphatic","aliphatic",-0.1053,-1.2174,1.91,0.35,-6,2,-0.2609
"C27H44O5","[M-H]-","aliphatic","aliphatic",0.1429,-1.2593,1.63,0.19,1,6,0.037
"C25H48O4","[M+Cl]-","aliphatic","aliphatic",0,-1.6,1.92,0.16,-2,2,-0.08
"C24H48O7","[M-H]-","aliphatic","lipid",-0.122,-1.4167,2,0.29,-6,1,-0.25
"C26H52O3","[M+Cl]-","aliphatic","lipid",-0.0204,-1.7692,2,0.12,-2,1,-0.0769
"C27H56O2","[M+Cl]-","aliphatic","lipid",-0.0385,-1.9259,2.07,0.07,-2,0,-0.0741
"C20H15O9N1","[M+Cl]-","aromatic","aromatic",0.5862,0.3,0.75,0.45,4,14,0.2
"C29H23O2N1S1","[M-H]-","aromatic","aromatic",0.6154,-0.4828,0.79,0.07,15,19,0.5172
"C20H31O8N1","[M+Cl]-","aliphatic","aliphatic+N",0.0667,-0.6,1.55,0.4,-3,6,-0.15
"C21H35O7N1","[M+Cl]-","aliphatic","aliphatic+N",0.0303,-0.8571,1.67,0.33,-3,5,-0.1429
"C24H35O7N1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1795,-0.75,1.46,0.29,0,8,0
"C22H39O6N1","[M+Cl]-","aliphatic","aliphatic+N",0,-1.0909,1.77,0.27,-3,4,-0.1364
"C26H43O5N1","[M-H]-","aliphatic","aliphatic+N",0.1111,-1.1538,1.65,0.19,0,6,0
"C12H14O14S1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",-0.5,1.3333,1.17,1.17,-9,6,-0.75
"C18H10O12S1","[M-H]-","aromatic","aromatic",0.6364,0.8889,0.56,0.67,1,14,0.0556
"C30H6O1S1","[M+Cl]-","condensed aromatic","condensed aromatic",0.9298,-0.0667,0.2,0.03,26,28,0.8667
"C20H14O10","[M+Cl]-","aromatic","aromatic",0.6,0.3,0.7,0.5,4,14,0.2
"C21H18O9","[M+Cl]-","aromatic","aromatic",0.5152,0,0.86,0.43,4,13,0.1905
"C20H18O12","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4286,0.3,0.9,0.6,0,12,0
"C18H22O11","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2,0,1.22,0.61,-3,8,-0.1667
"C24H18O9","[M-H]-","aromatic","aromatic",0.5897,0,0.75,0.38,7,16,0.2917
"C26H22O3S1","[M+Cl]-","aromatic","aromatic",0.5745,-0.5385,0.85,0.12,12,16,0.4615
"C22H22O8","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4444,-0.2727,1,0.36,4,12,0.1818
"C21H22O11","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3548,0,1.05,0.52,0,11,0
"C19H26O10","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.1429,-0.3158,1.37,0.53,-3,7,-0.1579
"C25H22O8","[M-H]-","aromatic","aromatic",0.5238,-0.24,0.88,0.32,7,15,0.28
"C23H26O7","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3846,-0.5217,1.13,0.3,4,11,0.1739
"C22H26O10","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2941,-0.2727,1.18,0.45,0,10,0
"C20H30O9","[M+Cl]-","aliphatic","aliphatic",0.0968,-0.6,1.5,0.45,-3,6,-0.15
"C16H34O12S1","[M-H]-","aliphatic","lipid",-0.7778,-0.5,2.12,0.75,-13,0,-0.8125
"C24H30O6","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.75,1.25,0.25,4,10,0.1667
"C23H30O9","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2432,-0.5217,1.3,0.39,0,9,0
"C22H30O8N2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1875,-0.3636,1.36,0.36,-1,9,-0.0455
"C21H34O8","[M+Cl]-","aliphatic","aliphatic",0.0588,-0.8571,1.62,0.38,-3,5,-0.1429
"C20H34O11","[M-H]-","aliphatic","aliphatic",-0.1034,-0.6,1.7,0.55,-7,4,-0.35
"C25H34O5","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2889,-0.96,1.36,0.2,4,9,0.16
"C18H38O10","[M+Cl]-","aliphatic","lipid",-0.3846,-1,2.11,0.56,-10,0,-0.5556
"C24H34O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2,-0.75,1.42,0.33,0,8,0
"C22H38O7","[M+Cl]-","aliphatic","aliphatic",0.027,-1.0909,1.73,0.32,-3,4,-0.1364
"C21H38O10","[M-H]-","aliphatic","aliphatic",-0.125,-0.8571,1.81,0.48,-7,3,-0.3333
"C26H38O4","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.25,-1.1538,1.46,0.15,4,8,0.1538
"C25H38O7","[M-H]-","aliphatic","aliphatic",0.1628,-0.96,1.52,0.28,0,7,0
"C23H42O6","[M+Cl]-","aliphatic","aliphatic",0,-1.3043,1.83,0.26,-3,3,-0.1304
"C22H42O9","[M-H]-","aliphatic","aliphatic",-0.1429,-1.0909,1.91,0.41,-7,2,-0.3182
"C26H42O6","[M-H]-","aliphatic","aliphatic",0.1304,-1.1538,1.62,0.23,0,6,0
"C24H46O5","[M+Cl]-","aliphatic","aliphatic",-0.0233,-1.5,1.92,0.21,-3,2,-0.125
"C23H46O8","[M-H]-","aliphatic","lipid",-0.1579,-1.3043,2,0.35,-7,1,-0.3043
"C24H50O5S1","[M-H]-","aliphatic","lipid",-0.1707,-1.5833,2.08,0.21,-6,0,-0.25
"C25H50O4","[M+Cl]-","aliphatic","lipid",-0.0435,-1.68,2,0.16,-3,1,-0.12
"C17H21O11N1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.1429,0.2353,1.24,0.65,-4,8,-0.2353
"C29H25O2N1S1","[M-H]-","aromatic","aromatic",0.5769,-0.5517,0.86,0.07,14,18,0.4828
"C20H33O8N1","[M+Cl]-","aliphatic","aliphatic+N",0,-0.7,1.65,0.4,-4,5,-0.2
"C21H37O7N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0303,-0.9524,1.76,0.33,-4,4,-0.1905
"C21H41O7N1S1","[M-H]-","aliphatic","aliphatic+N",-0.2258,-1.0476,1.95,0.33,-7,2,-0.3333
"C22H41O6N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0556,-1.1818,1.86,0.27,-4,3,-0.1818
"C22H45O6N1S1","[M-H]-","aliphatic","lipid",-0.2353,-1.2727,2.05,0.27,-7,1,-0.3182
"C21H8O10S1","[M-H]-","condensed aromatic","condensed aromatic",0.8,0.6667,0.38,0.48,7,18,0.3333
"C23H16O10","[M-H]-","aromatic","aromatic",0.6111,0.1739,0.7,0.43,6,16,0.2609
"C25H20O4S1","[M+Cl]-","aromatic","aromatic",0.5909,-0.4,0.8,0.16,11,16,0.44
"C21H20O9","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4545,-0.0952,0.95,0.43,3,12,0.1429
"C20H20O12","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3571,0.2,1,0.6,-1,11,-0.05
"C18H24O11","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.12,-0.1111,1.33,0.61,-4,7,-0.2222
"C26H24O3S1","[M+Cl]-","aromatic","aromatic",0.5319,-0.6154,0.92,0.12,11,15,0.4231
"C22H24O8","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3889,-0.3636,1.09,0.36,3,11,0.1364
"C21H24O11","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2903,-0.0952,1.14,0.52,-1,10,-0.0476
"C19H28O10","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.0714,-0.4211,1.47,0.53,-4,6,-0.2105
"C25H24O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4762,-0.32,0.96,0.32,6,14,0.24
"C23H28O7","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.6087,1.22,0.3,3,10,0.1304
"C22H28O10","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2353,-0.3636,1.27,0.45,-1,9,-0.0455
"C15H32O15","[M-H]-","aliphatic","carbohydrate",-1,-0.1333,2.13,1,-15,0,-1
"C20H32O9","[M+Cl]-","aliphatic","aliphatic",0.0323,-0.7,1.6,0.45,-4,5,-0.2
"C14H32O14N2","[M-H]-","aliphatic","carbohydrate",-1.8,0.1429,2.29,1,-16,0,-1.1429
"C32H24O1N2","[M-H]-","condensed aromatic","condensed aromatic",0.661,-0.5,0.75,0.03,19,22,0.5938
"C24H32O6","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2857,-0.8333,1.33,0.25,3,9,0.125
"C23H32O9","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1892,-0.6087,1.39,0.39,-1,8,-0.0435
"C21H36O8","[M+Cl]-","aliphatic","aliphatic",0,-0.9524,1.71,0.38,-4,4,-0.1905
"C20H36O11","[M-H]-","aliphatic","aliphatic",-0.1724,-0.7,1.8,0.55,-8,3,-0.4
"C25H36O5","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2444,-1.04,1.44,0.2,3,8,0.12
"C24H36O8","[M-H]-","aliphatic","aliphatic",0.15,-0.8333,1.5,0.33,-1,7,-0.0417
"C22H40O7","[M+Cl]-","aliphatic","aliphatic",-0.027,-1.1818,1.82,0.32,-4,3,-0.1818
"C25H40O7","[M-H]-","aliphatic","aliphatic",0.1163,-1.04,1.6,0.28,-1,6,-0.04
"C23H44O6","[M+Cl]-","aliphatic","aliphatic",-0.05,-1.3913,1.91,0.26,-4,2,-0.1739
"C26H44O6","[M-H]-","aliphatic","aliphatic",0.087,-1.2308,1.69,0.23,-1,5,-0.0385
"C24H48O5","[M+Cl]-","aliphatic","lipid",-0.0698,-1.5833,2,0.21,-4,1,-0.1667
"C27H48O3S1","[M-H]-","aliphatic","aliphatic",0.0612,-1.4815,1.78,0.11,0,4,0
"C28H19O3N1","[M+Cl]-","condensed aromatic","condensed aromatic",0.6863,-0.3571,0.68,0.11,16,20,0.5714
"C18H27O10N1","[M+Cl]-","aliphatic","aliphatic+N",0,-0.2222,1.5,0.56,-5,6,-0.2778
"C19H31O9N1","[M+Cl]-","aliphatic","aliphatic+N",-0.037,-0.5263,1.63,0.47,-5,5,-0.2632
"C20H35O8N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0667,-0.8,1.75,0.4,-5,4,-0.25
"C21H39O7N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0909,-1.0476,1.86,0.33,-5,3,-0.2381
"C22H43O6N1","[M+Cl]-","aliphatic","aliphatic+N",-0.1111,-1.2727,1.95,0.27,-5,2,-0.2273
"C17H10O13S1","[M-H]-","aromatic","aromatic",0.5789,1.0588,0.59,0.76,-1,13,-0.0588
"C22H10O7S1","[M+Cl]-","condensed aromatic","condensed aromatic",0.7714,0.2727,0.45,0.32,10,18,0.4545
"C27H6O4N2S1","[M-H]-","condensed aromatic","condensed aromatic",0.9545,0.3704,0.22,0.15,19,26,0.7037
"C20H18O10","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4667,0.1,0.9,0.5,2,12,0.1
"C29H14O2N2S1","[M-H]-","condensed aromatic","condensed aromatic",0.8,-0.069,0.48,0.07,19,24,0.6552
"C24H18O7","[M+Cl]-","aromatic","aromatic",0.6098,-0.1667,0.75,0.29,9,16,0.375
"C17H22O12","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.0909,0.1176,1.29,0.71,-5,7,-0.2941
"C23H18O10","[M-H]-","aromatic","aromatic",0.5556,0.087,0.78,0.43,5,15,0.2174
"C20H22O10S1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2857,0,1.1,0.5,-1,10,-0.05
"C25H22O4S1","[M+Cl]-","aromatic","aromatic",0.5455,-0.48,0.88,0.16,10,15,0.4
