"formula","Temp","Treatment"
"C24H38O6","-2","0"
"C21H42O8","2","0"
"C21H42O8","2","0.4"
"C21H42O8","2","0.2"
"C21H42O8","2","2"
"C21H42O8","6","0"
"C21H42O8","6","0.4"
"C21H42O8","6","0.2"
"C21H42O8","-10","0"
"C21H42O8","-6","0"
"C21H42O8","-6","0.4"
"C21H42O8","-6","2"
"C23H46O4","-2","0.4"
"C23H46O4","-2","0.2"
"C23H46O4","-2","2"
"C23H46O4","Pre","Pre"
"C23H46O4","2","0"
"C23H46O4","2","0.4"
"C23H46O4","2","0.2"
"C23H46O4","2","2"
"C23H46O4","6","0"
"C23H46O4","6","0.4"
"C23H46O4","6","0.2"
"C23H46O4","6","2"
"C23H46O4","-10","0"
"C23H46O4","-10","0.4"
"C23H46O4","-10","0.2"
"C23H46O4","-10","2"
"C23H46O4","-6","0"
"C23H46O4","-6","0.4"
"C23H46O4","-6","0.2"
"C23H46O4","-6","2"
"C23H46O4","-2","0"
"C17H25O9N1","-2","0.4"
"C17H25O9N1","6","0"
"C17H25O9N1","6","2"
"C17H25O9N1","-10","2"
"C17H25O9N1","-6","0.4"
"C18H29O8N1","-2","0.4"
"C18H29O8N1","-2","0.2"
"C18H29O8N1","-2","2"
"C18H29O8N1","Pre","Pre"
"C18H29O8N1","2","0"
"C18H29O8N1","2","0.4"
"C18H29O8N1","2","0.2"
"C18H29O8N1","2","2"
"C18H29O8N1","6","0"
"C18H29O8N1","6","0.4"
"C18H29O8N1","6","0.2"
"C18H29O8N1","6","2"
"C18H29O8N1","-10","0"
"C18H29O8N1","-10","0.4"
"C18H29O8N1","-10","0.2"
"C18H29O8N1","-10","2"
"C18H29O8N1","-6","0"
"C18H29O8N1","-6","0.4"
"C18H29O8N1","-6","0.2"
"C18H29O8N1","-6","2"
"C18H29O8N1","-2","0"
"C25H29O3N1S1","-2","2"
"C25H29O3N1S1","2","0"
"C25H29O3N1S1","2","2"
"C25H29O3N1S1","6","0"
"C25H29O3N1S1","6","0.4"
"C25H29O3N1S1","6","0.2"
"C25H29O3N1S1","6","2"
"C25H29O3N1S1","-10","0"
"C25H29O3N1S1","-10","0.4"
"C25H29O3N1S1","-10","0.2"
"C25H29O3N1S1","-10","2"
"C25H29O3N1S1","-6","0.2"
"C25H29O3N1S1","-6","2"
"C19H33O7N1","2","0.2"
"C19H33O7N1","6","0.4"
"C19H33O7N1","6","0.2"
"C19H33O7N1","-10","2"
"C19H33O7N1","-6","0.2"
"C19H37O7N1S1","-2","0.4"
"C19H37O7N1S1","-2","0.2"
"C19H37O7N1S1","-2","2"
"C19H37O7N1S1","2","0"
"C19H37O7N1S1","2","0.4"
"C19H37O7N1S1","2","0.2"
"C19H37O7N1S1","2","2"
"C19H37O7N1S1","6","0"
"C19H37O7N1S1","6","0.4"
"C19H37O7N1S1","6","0.2"
"C19H37O7N1S1","6","2"
"C19H37O7N1S1","-10","0"
"C19H37O7N1S1","-10","0.4"
"C19H37O7N1S1","-10","0.2"
"C19H37O7N1S1","-10","2"
"C19H37O7N1S1","-6","0"
"C19H37O7N1S1","-6","0.4"
"C19H37O7N1S1","-6","0.2"
"C19H37O7N1S1","-6","2"
"C19H37O7N1S1","-2","0"
"C15H20O12S1","Pre","Pre"
"C24H20O3S1","2","0"
"C24H20O3S1","2","0.4"
"C24H20O3S1","2","0.2"
"C19H20O11","-2","0.4"
"C19H20O11","-2","2"
"C19H20O11","2","0"
"C19H20O11","2","0.4"
"C19H20O11","2","0.2"
"C19H20O11","2","2"
"C19H20O11","6","0"
"C19H20O11","6","0.4"
"C19H20O11","6","0.2"
"C19H20O11","6","2"
"C19H20O11","-10","0"
"C19H20O11","-10","0.4"
"C19H20O11","-10","0.2"
"C19H20O11","-10","2"
"C19H20O11","-6","0"
"C19H20O11","-6","0.4"
"C19H20O11","-6","0.2"
"C19H20O11","-6","2"
"C19H20O11","-2","0"
"C23H20O8","-2","0.4"
"C23H20O8","-6","2"
"C25H24O2S1","6","0"
"C20H24O10","-2","0.4"
"C20H24O10","-2","0.2"
"C20H24O10","-2","2"
"C20H24O10","Pre","Pre"
"C20H24O10","2","0"
"C20H24O10","2","0.4"
"C20H24O10","2","0.2"
"C20H24O10","2","2"
"C20H24O10","6","0"
"C20H24O10","6","0.4"
"C20H24O10","6","0.2"
"C20H24O10","6","2"
"C20H24O10","-10","0"
"C20H24O10","-10","0.4"
"C20H24O10","-10","0.2"
"C20H24O10","-10","2"
"C20H24O10","-6","0"
"C20H24O10","-6","0.4"
"C20H24O10","-6","0.2"
"C20H24O10","-6","2"
"C20H24O10","-2","0"
"C29H24O1","-2","0.4"
"C29H24O1","-2","0.2"
"C29H24O1","-2","2"
"C29H24O1","Pre","Pre"
"C29H24O1","2","0"
"C29H24O1","2","0.4"
"C29H24O1","2","0.2"
"C29H24O1","2","2"
"C29H24O1","6","0"
"C29H24O1","6","0.4"
"C29H24O1","6","0.2"
"C29H24O1","6","2"
"C29H24O1","-10","0"
"C29H24O1","-10","0.4"
"C29H24O1","-10","0.2"
"C29H24O1","-10","2"
"C29H24O1","-6","0"
"C29H24O1","-6","0.4"
"C29H24O1","-6","0.2"
"C29H24O1","-6","2"
"C29H24O1","-2","0"
"C21H28O9","-2","0.4"
"C21H28O9","-2","0.2"
"C21H28O9","-2","2"
"C21H28O9","Pre","Pre"
"C21H28O9","2","0"
"C21H28O9","2","0.4"
"C21H28O9","2","0.2"
"C21H28O9","2","2"
"C21H28O9","6","0"
"C21H28O9","6","0.4"
"C21H28O9","6","0.2"
"C21H28O9","6","2"
"C21H28O9","-10","0"
"C21H28O9","-10","0.4"
"C21H28O9","-10","0.2"
"C21H28O9","-10","2"
"C21H28O9","-6","0"
"C21H28O9","-6","0.4"
"C21H28O9","-6","0.2"
"C21H28O9","-6","2"
"C21H28O9","-2","0"
"C18H32O11","Pre","Pre"
"C18H32O11","-6","0"
"C22H32O8","-2","0.4"
"C22H32O8","-2","0.2"
"C22H32O8","-2","2"
"C22H32O8","Pre","Pre"
"C22H32O8","2","0"
"C22H32O8","2","0.4"
"C22H32O8","2","0.2"
"C22H32O8","2","2"
"C22H32O8","6","0"
"C22H32O8","6","0.4"
"C22H32O8","6","0.2"
"C22H32O8","6","2"
"C22H32O8","-10","0"
"C22H32O8","-10","0.4"
"C22H32O8","-10","0.2"
"C22H32O8","-10","2"
"C22H32O8","-6","0"
"C22H32O8","-6","0.4"
"C22H32O8","-6","0.2"
"C22H32O8","-6","2"
"C22H32O8","-2","0"
"C23H36O7","-2","0.4"
"C23H36O7","-2","0.2"
"C23H36O7","-2","2"
"C23H36O7","Pre","Pre"
"C23H36O7","2","0"
"C23H36O7","2","0.4"
"C23H36O7","2","0.2"
"C23H36O7","2","2"
"C23H36O7","6","0"
"C23H36O7","6","0.4"
"C23H36O7","6","0.2"
"C23H36O7","6","2"
"C23H36O7","-10","0"
"C23H36O7","-10","0.4"
"C23H36O7","-10","0.2"
"C23H36O7","-10","2"
"C23H36O7","-6","0"
"C23H36O7","-6","0.4"
"C23H36O7","-6","0.2"
"C23H36O7","-6","2"
"C23H36O7","-2","0"
"C24H40O6","-2","0.4"
"C24H40O6","-2","0.2"
"C24H40O6","-2","2"
"C24H40O6","2","0"
"C24H40O6","2","0.2"
"C24H40O6","2","2"
"C24H40O6","6","0"
"C24H40O6","6","0.4"
"C24H40O6","6","0.2"
"C24H40O6","6","2"
"C24H40O6","-10","0"
"C24H40O6","-10","0.4"
"C24H40O6","-10","0.2"
"C24H40O6","-10","2"
"C24H40O6","-6","0"
"C24H40O6","-6","0.4"
"C24H40O6","-6","0.2"
"C24H40O6","-6","2"
"C24H40O6","-2","0"
"C22H44O5","-2","0.4"
"C22H44O5","-2","2"
"C22H44O5","2","0"
"C22H44O5","2","0.2"
"C22H44O5","6","0"
"C22H44O5","6","0.4"
"C22H44O5","6","0.2"
"C22H44O5","-10","0"
"C22H44O5","-10","0.4"
"C22H44O5","-10","0.2"
"C22H44O5","-10","2"
"C22H44O5","-6","0.4"
"C22H44O5","-6","0.2"
"C22H44O5","-2","0"
"C29H44O2","-2","0.4"
"C29H44O2","Pre","Pre"
"C29H44O2","2","0"
"C29H44O2","2","0.2"
"C29H44O2","6","0"
"C29H44O2","6","0.2"
"C29H44O2","-10","0.2"
"C29H44O2","-6","0.4"
"C29H44O2","-2","0"
"C15H19O11N1","2","0"
"C15H19O11N1","6","2"
"C15H19O11N1","-10","0"
"C16H23O10N1","-2","0.4"
"C17H27O9N1","-2","0.4"
"C17H27O9N1","-2","0.2"
"C17H27O9N1","-2","2"
"C17H27O9N1","Pre","Pre"
"C17H27O9N1","2","0"
"C17H27O9N1","2","0.4"
"C17H27O9N1","2","0.2"
"C17H27O9N1","2","2"
"C17H27O9N1","6","0"
"C17H27O9N1","6","0.4"
"C17H27O9N1","6","0.2"
"C17H27O9N1","6","2"
"C17H27O9N1","-10","0"
"C17H27O9N1","-10","0.4"
"C17H27O9N1","-10","0.2"
"C17H27O9N1","-10","2"
"C17H27O9N1","-6","0"
"C17H27O9N1","-6","0.4"
"C17H27O9N1","-6","0.2"
"C17H27O9N1","-6","2"
"C17H27O9N1","-2","0"
"C18H31O8N1","-2","0.4"
"C18H31O8N1","-2","0.2"
"C18H31O8N1","-2","2"
"C18H31O8N1","Pre","Pre"
"C18H31O8N1","2","0"
"C18H31O8N1","2","0.4"
"C18H31O8N1","2","0.2"
"C18H31O8N1","2","2"
"C18H31O8N1","6","0"
"C18H31O8N1","6","0.4"
"C18H31O8N1","6","0.2"
"C18H31O8N1","6","2"
"C18H31O8N1","-10","0"
"C18H31O8N1","-10","0.4"
"C18H31O8N1","-10","0.2"
"C18H31O8N1","-10","2"
"C18H31O8N1","-6","0"
"C18H31O8N1","-6","0.4"
"C18H31O8N1","-6","0.2"
"C18H31O8N1","-6","2"
"C18H31O8N1","-2","0"
"C19H35O7N1","2","0"
"C19H35O7N1","2","0.2"
"C19H35O7N1","2","2"
"C19H35O7N1","6","0.2"
"C19H35O7N1","-10","0"
"C19H35O7N1","-10","2"
"C20H39O6N1","-6","2"
"C22H18O9","-2","0.4"
"C22H18O9","-10","0.2"
"C22H18O9","-6","0.4"
"C22H18O9","-6","0.2"
"C22H18O9","-6","2"
"C24H22O3S1","6","0"
"C24H22O3S1","6","0.4"
"C24H22O3S1","6","0.2"
"C24H22O3S1","6","2"
"C19H22O11","-2","0.4"
"C19H22O11","-2","0.2"
"C19H22O11","-2","2"
"C19H22O11","2","0"
"C19H22O11","2","0.4"
"C19H22O11","2","0.2"
"C19H22O11","2","2"
"C19H22O11","6","0"
"C19H22O11","6","0.4"
"C19H22O11","6","0.2"
"C19H22O11","6","2"
"C19H22O11","-10","0"
"C19H22O11","-10","0.4"
"C19H22O11","-10","0.2"
"C19H22O11","-10","2"
"C19H22O11","-6","0"
"C19H22O11","-6","0.4"
"C19H22O11","-6","0.2"
"C19H22O11","-6","2"
"C19H22O11","-2","0"
"C23H22O8","-2","0.4"
"C23H22O8","2","0"
"C23H22O8","2","0.4"
"C23H22O8","2","0.2"
"C23H22O8","6","0"
"C23H22O8","6","0.4"
"C23H22O8","6","0.2"
"C23H22O8","6","2"
"C23H22O8","-10","2"
"C23H22O8","-6","0.4"
"C23H22O8","-6","2"
"C20H26O10","-2","0.4"
"C20H26O10","-2","0.2"
"C20H26O10","-2","2"
"C20H26O10","Pre","Pre"
"C20H26O10","2","0"
"C20H26O10","2","0.4"
"C20H26O10","2","0.2"
"C20H26O10","2","2"
"C20H26O10","6","0"
"C20H26O10","6","0.4"
"C20H26O10","6","0.2"
"C20H26O10","6","2"
"C20H26O10","-10","0"
"C20H26O10","-10","0.4"
"C20H26O10","-10","0.2"
"C20H26O10","-10","2"
"C20H26O10","-6","0"
"C20H26O10","-6","0.4"
"C20H26O10","-6","0.2"
"C20H26O10","-6","2"
"C20H26O10","-2","0"
"C19H26O9N2","-2","0.4"
"C19H26O9N2","2","0"
"C19H26O9N2","2","0.2"
"C19H26O9N2","2","2"
"C19H26O9N2","6","2"
"C19H26O9N2","-6","0"
"C19H26O9N2","-6","0.4"
"C19H26O9N2","-6","0.2"
"C19H26O9N2","-2","0"
"C24H26O7","2","0.2"
"C22H30O6","Pre","Pre"
"C21H30O9","-2","0.4"
"C21H30O9","-2","0.2"
"C21H30O9","-2","2"
"C21H30O9","Pre","Pre"
"C21H30O9","2","0"
"C21H30O9","2","0.4"
"C21H30O9","2","0.2"
"C21H30O9","2","2"
"C21H30O9","6","0"
"C21H30O9","6","0.4"
"C21H30O9","6","0.2"
"C21H30O9","6","2"
"C21H30O9","-10","0"
"C21H30O9","-10","0.4"
"C21H30O9","-10","0.2"
"C21H30O9","-10","2"
"C21H30O9","-6","0"
"C21H30O9","-6","0.4"
"C21H30O9","-6","0.2"
"C21H30O9","-6","2"
"C21H30O9","-2","0"
"C23H34O5","2","0"
"C23H34O5","6","0.2"
"C23H34O5","-10","0.4"
"C23H34O5","-6","0"
"C22H34O8","-2","0.4"
"C22H34O8","-2","0.2"
"C22H34O8","-2","2"
"C22H34O8","Pre","Pre"
"C22H34O8","2","0"
"C22H34O8","2","0.4"
"C22H34O8","2","0.2"
"C22H34O8","2","2"
"C22H34O8","6","0"
"C22H34O8","6","0.4"
"C22H34O8","6","0.2"
"C22H34O8","6","2"
"C22H34O8","-10","0"
"C22H34O8","-10","0.4"
"C22H34O8","-10","0.2"
"C22H34O8","-10","2"
"C22H34O8","-6","0"
"C22H34O8","-6","0.4"
"C22H34O8","-6","0.2"
"C22H34O8","-6","2"
"C22H34O8","-2","0"
"C23H38O7","-2","0.4"
"C23H38O7","-2","0.2"
"C23H38O7","-2","2"
"C23H38O7","Pre","Pre"
"C23H38O7","2","0"
"C23H38O7","2","0.4"
"C23H38O7","2","0.2"
"C23H38O7","2","2"
"C23H38O7","6","0"
"C23H38O7","6","0.4"
"C23H38O7","6","0.2"
"C23H38O7","6","2"
"C23H38O7","-10","0"
"C23H38O7","-10","0.4"
"C23H38O7","-10","0.2"
"C23H38O7","-10","2"
"C23H38O7","-6","0"
"C23H38O7","-6","0.4"
"C23H38O7","-6","0.2"
"C23H38O7","-6","2"
"C23H38O7","-2","0"
"C24H42O6","Pre","Pre"
"C24H42O6","2","0"
"C24H42O6","2","0.4"
"C24H42O6","2","2"
"C24H42O6","6","0.2"
"C24H42O6","6","2"
"C24H42O6","-10","2"
"C24H42O6","-6","0"
"C24H42O6","-6","0.4"
"C24H42O6","-6","0.2"
"C24H42O6","-6","2"
"C22H46O5","-2","2"
"C22H46O5","2","0"
"C22H46O5","2","0.4"
"C22H46O5","2","0.2"
"C22H46O5","2","2"
"C22H46O5","6","0"
"C22H46O5","6","0.2"
"C22H46O5","6","2"
"C22H46O5","-10","0.4"
"C22H46O5","-10","0.2"
"C22H46O5","-10","2"
"C22H46O5","-6","0.4"
"C22H46O5","-6","0.2"
"C22H46O5","-6","2"
"C25H46O5","6","0"
"C25H46O5","6","2"
"C25H46O5","-10","2"
"C26H50O4","6","2"
"C16H25O10N1","-2","0.4"
"C16H25O10N1","-2","0.2"
"C16H25O10N1","-2","2"
"C16H25O10N1","2","0"
"C16H25O10N1","2","0.4"
"C16H25O10N1","2","0.2"
"C16H25O10N1","2","2"
"C16H25O10N1","6","0"
"C16H25O10N1","6","0.4"
"C16H25O10N1","6","0.2"
"C16H25O10N1","6","2"
"C16H25O10N1","-10","0"
"C16H25O10N1","-10","0.4"
"C16H25O10N1","-10","0.2"
"C16H25O10N1","-10","2"
"C16H25O10N1","-6","0"
"C16H25O10N1","-6","0.4"
"C16H25O10N1","-6","0.2"
"C16H25O10N1","-6","2"
"C16H25O10N1","-2","0"
"C17H29O9N1","-2","0.4"
"C17H29O9N1","-2","0.2"
"C17H29O9N1","-2","2"
"C17H29O9N1","Pre","Pre"
"C17H29O9N1","2","0"
"C17H29O9N1","2","0.4"
"C17H29O9N1","2","0.2"
"C17H29O9N1","2","2"
"C17H29O9N1","6","0"
"C17H29O9N1","6","0.4"
"C17H29O9N1","6","0.2"
"C17H29O9N1","6","2"
"C17H29O9N1","-10","0"
"C17H29O9N1","-10","0.4"
"C17H29O9N1","-10","0.2"
"C17H29O9N1","-10","2"
"C17H29O9N1","-6","0"
"C17H29O9N1","-6","0.4"
"C17H29O9N1","-6","0.2"
"C17H29O9N1","-6","2"
"C17H29O9N1","-2","0"
"C18H33O8N1","-2","0.4"
"C18H33O8N1","-2","0.2"
"C18H33O8N1","-2","2"
"C18H33O8N1","2","0"
"C18H33O8N1","2","0.4"
"C18H33O8N1","2","0.2"
"C18H33O8N1","2","2"
"C18H33O8N1","6","0"
"C18H33O8N1","6","0.4"
"C18H33O8N1","6","0.2"
"C18H33O8N1","6","2"
"C18H33O8N1","-10","0"
"C18H33O8N1","-10","0.4"
"C18H33O8N1","-10","0.2"
"C18H33O8N1","-10","2"
"C18H33O8N1","-6","0"
"C18H33O8N1","-6","0.4"
"C18H33O8N1","-6","0.2"
"C18H33O8N1","-6","2"
"C18H33O8N1","-2","0"
"C21H16O10","-2","2"
"C21H16O10","-6","2"
"C23H20O4S1","2","0"
"C23H20O4S1","2","0.2"
"C23H20O4S1","6","0.2"
"C12H24O14","Pre","Pre"
"C22H20O9","-2","0.4"
"C22H20O9","-2","2"
"C22H20O9","2","0"
"C22H20O9","2","0.4"
"C22H20O9","2","0.2"
"C22H20O9","6","0"
"C22H20O9","6","0.4"
"C22H20O9","6","0.2"
"C22H20O9","6","2"
"C22H20O9","-10","0"
"C22H20O9","-10","0.4"
"C22H20O9","-10","0.2"
"C22H20O9","-10","2"
"C22H20O9","-6","0"
"C22H20O9","-6","0.4"
"C22H20O9","-6","0.2"
"C22H20O9","-6","2"
"C19H24O11","-2","0.4"
"C19H24O11","-2","0.2"
"C19H24O11","-2","2"
"C19H24O11","2","0"
"C19H24O11","2","0.4"
"C19H24O11","2","0.2"
"C19H24O11","2","2"
"C19H24O11","6","0"
"C19H24O11","6","0.4"
"C19H24O11","6","0.2"
"C19H24O11","6","2"
"C19H24O11","-10","0"
"C19H24O11","-10","0.4"
"C19H24O11","-10","0.2"
"C19H24O11","-10","2"
"C19H24O11","-6","0"
"C19H24O11","-6","0.4"
"C19H24O11","-6","0.2"
"C19H24O11","-6","2"
"C19H24O11","-2","0"
"C23H24O8","-2","0.4"
"C23H24O8","-2","0.2"
"C23H24O8","-2","2"
"C23H24O8","2","0"
"C23H24O8","2","0.4"
"C23H24O8","2","0.2"
"C23H24O8","2","2"
"C23H24O8","6","0"
"C23H24O8","6","0.4"
"C23H24O8","6","0.2"
"C23H24O8","6","2"
"C23H24O8","-10","0"
"C23H24O8","-10","0.4"
"C23H24O8","-10","0.2"
"C23H24O8","-10","2"
"C23H24O8","-6","0"
"C23H24O8","-6","0.4"
"C23H24O8","-6","0.2"
"C23H24O8","-6","2"
"C23H24O8","-2","0"
"C20H28O10","-2","0.4"
"C20H28O10","-2","0.2"
"C20H28O10","-2","2"
"C20H28O10","Pre","Pre"
"C20H28O10","2","0"
"C20H28O10","2","0.4"
"C20H28O10","2","0.2"
"C20H28O10","2","2"
"C20H28O10","6","0"
"C20H28O10","6","0.4"
"C20H28O10","6","0.2"
"C20H28O10","6","2"
"C20H28O10","-10","0"
"C20H28O10","-10","0.4"
"C20H28O10","-10","0.2"
"C20H28O10","-10","2"
"C20H28O10","-6","0"
"C20H28O10","-6","0.4"
"C20H28O10","-6","0.2"
"C20H28O10","-6","2"
"C20H28O10","-2","0"
"C24H28O7","-2","0.4"
"C24H28O7","-2","0.2"
"C24H28O7","-2","2"
"C24H28O7","2","0"
"C24H28O7","2","0.4"
"C24H28O7","2","0.2"
"C24H28O7","2","2"
"C24H28O7","6","0"
"C24H28O7","6","0.4"
"C24H28O7","6","0.2"
"C24H28O7","6","2"
"C24H28O7","-10","0"
"C24H28O7","-10","0.4"
"C24H28O7","-10","0.2"
"C24H28O7","-10","2"
"C24H28O7","-6","0"
"C24H28O7","-6","0.4"
"C24H28O7","-6","0.2"
"C24H28O7","-6","2"
"C24H28O7","-2","0"
"C22H32O6","Pre","Pre"
"C21H32O9","-2","0.4"
"C21H32O9","-2","0.2"
"C21H32O9","-2","2"
"C21H32O9","Pre","Pre"
"C21H32O9","2","0"
"C21H32O9","2","0.4"
"C21H32O9","2","0.2"
"C21H32O9","2","2"
"C21H32O9","6","0"
"C21H32O9","6","0.4"
"C21H32O9","6","0.2"
"C21H32O9","6","2"
"C21H32O9","-10","0"
"C21H32O9","-10","0.4"
"C21H32O9","-10","0.2"
"C21H32O9","-10","2"
"C21H32O9","-6","0"
"C21H32O9","-6","0.4"
"C21H32O9","-6","0.2"
"C21H32O9","-6","2"
"C21H32O9","-2","0"
"C19H36O8","Pre","Pre"
"C25H32O6","-2","0.4"
"C25H32O6","-6","0.4"
"C25H32O6","-6","0.2"
"C25H32O6","-6","2"
"C25H32O6","-2","0"
"C23H36O5","-2","0.4"
"C23H36O5","-2","0.2"
"C23H36O5","2","0"
"C23H36O5","2","0.4"
"C23H36O5","2","0.2"
"C23H36O5","6","0"
"C23H36O5","6","0.2"
"C23H36O5","6","2"
"C23H36O5","-10","0"
"C23H36O5","-10","0.4"
"C23H36O5","-10","0.2"
"C23H36O5","-10","2"
"C23H36O5","-6","0"
"C23H36O5","-6","0.4"
"C23H36O5","-6","0.2"
"C23H36O5","-6","2"
"C23H36O5","-2","0"
"C22H36O8","-2","0.4"
"C22H36O8","-2","0.2"
"C22H36O8","-2","2"
"C22H36O8","Pre","Pre"
"C22H36O8","2","0"
"C22H36O8","2","0.4"
"C22H36O8","2","0.2"
"C22H36O8","2","2"
"C22H36O8","6","0"
"C22H36O8","6","0.4"
"C22H36O8","6","0.2"
"C22H36O8","6","2"
"C22H36O8","-10","0"
"C22H36O8","-10","0.4"
"C22H36O8","-10","0.2"
"C22H36O8","-10","2"
"C22H36O8","-6","0"
"C22H36O8","-6","0.4"
"C22H36O8","-6","0.2"
"C22H36O8","-6","2"
"C22H36O8","-2","0"
"C24H40O4","2","0"
"C24H40O4","2","2"
"C23H40O7","-2","0.4"
"C23H40O7","-2","0.2"
"C23H40O7","-2","2"
"C23H40O7","Pre","Pre"
"C23H40O7","2","0"
"C23H40O7","2","0.4"
"C23H40O7","2","0.2"
"C23H40O7","2","2"
"C23H40O7","6","0"
"C23H40O7","6","0.4"
"C23H40O7","6","0.2"
"C23H40O7","6","2"
"C23H40O7","-10","0"
"C23H40O7","-10","0.4"
"C23H40O7","-10","0.2"
"C23H40O7","-10","2"
"C23H40O7","-6","0"
"C23H40O7","-6","0.4"
"C23H40O7","-6","0.2"
"C23H40O7","-6","2"
"C23H40O7","-2","0"
"C21H44O6","-2","0.4"
"C21H44O6","-2","0.2"
"C21H44O6","-2","2"
"C21H44O6","2","0"
"C21H44O6","2","0.4"
"C21H44O6","2","0.2"
"C21H44O6","2","2"
"C21H44O6","6","0"
"C21H44O6","6","0.4"
"C21H44O6","6","0.2"
"C21H44O6","6","2"
"C21H44O6","-10","0"
"C21H44O6","-10","0.4"
"C21H44O6","-10","0.2"
"C21H44O6","-10","2"
"C21H44O6","-6","0"
"C21H44O6","-6","0.4"
"C21H44O6","-6","0.2"
"C21H44O6","-6","2"
"C21H44O6","-2","0"
"C24H44O6","-2","0.4"
"C24H44O6","-2","0.2"
"C24H44O6","-2","2"
"C24H44O6","Pre","Pre"
"C24H44O6","2","0"
"C24H44O6","2","0.4"
"C24H44O6","2","0.2"
"C24H44O6","2","2"
"C24H44O6","6","0"
"C24H44O6","6","0.4"
"C24H44O6","6","0.2"
"C24H44O6","6","2"
"C24H44O6","-10","0"
"C24H44O6","-10","0.4"
"C24H44O6","-10","0.2"
"C24H44O6","-10","2"
"C24H44O6","-6","0"
"C24H44O6","-6","0.4"
"C24H44O6","-6","0.2"
"C24H44O6","-6","2"
"C24H44O6","-2","0"
"C25H48O5","2","0"
"C25H48O5","2","0.4"
"C25H48O5","2","0.2"
"C25H48O5","2","2"
"C25H48O5","6","0"
"C25H48O5","6","0.4"
"C25H48O5","6","0.2"
"C25H48O5","6","2"
"C25H48O5","-10","0.4"
"C25H48O5","-10","0.2"
"C25H48O5","-10","2"
"C25H48O5","-6","0"
"C25H48O5","-6","0.4"
"C25H48O5","-6","0.2"
"C25H48O5","-6","2"
"C25H48O5","-2","0"
"C16H27O10N1","-2","0.4"
"C16H27O10N1","-2","0.2"
"C16H27O10N1","-2","2"
"C16H27O10N1","Pre","Pre"
"C16H27O10N1","2","0"
"C16H27O10N1","2","0.4"
"C16H27O10N1","2","0.2"
"C16H27O10N1","2","2"
"C16H27O10N1","6","0"
"C16H27O10N1","6","0.4"
"C16H27O10N1","6","0.2"
"C16H27O10N1","6","2"
"C16H27O10N1","-10","0"
"C16H27O10N1","-10","0.4"
"C16H27O10N1","-10","0.2"
"C16H27O10N1","-10","2"
"C16H27O10N1","-6","0"
"C16H27O10N1","-6","0.4"
"C16H27O10N1","-6","0.2"
"C16H27O10N1","-6","2"
"C16H27O10N1","-2","0"
"C17H31O9N1","-2","0.4"
"C17H31O9N1","2","0"
"C17H31O9N1","2","0.4"
"C17H31O9N1","2","0.2"
"C17H31O9N1","2","2"
"C17H31O9N1","6","0"
"C17H31O9N1","6","0.4"
"C17H31O9N1","6","0.2"
"C17H31O9N1","6","2"
"C17H31O9N1","-10","0"
"C17H31O9N1","-10","0.4"
"C17H31O9N1","-10","0.2"
"C17H31O9N1","-10","2"
"C17H31O9N1","-6","0"
"C17H31O9N1","-6","0.4"
"C17H31O9N1","-6","0.2"
"C17H31O9N1","-6","2"
"C17H31O9N1","-2","0"
"C21H18O10","-2","0.4"
"C21H18O10","-2","0.2"
"C21H18O10","-2","2"
"C21H18O10","2","0"
"C21H18O10","2","0.4"
"C21H18O10","2","0.2"
"C21H18O10","6","0"
"C21H18O10","6","0.4"
"C21H18O10","6","0.2"
"C21H18O10","6","2"
"C21H18O10","-10","0"
"C21H18O10","-10","0.4"
"C21H18O10","-10","0.2"
"C21H18O10","-10","2"
"C21H18O10","-6","0"
"C21H18O10","-6","0.4"
"C21H18O10","-6","0.2"
"C21H18O10","-6","2"
"C21H18O10","-2","0"
"C22H22O9","-2","0.4"
"C22H22O9","-2","0.2"
"C22H22O9","-2","2"
"C22H22O9","2","0"
"C22H22O9","2","0.4"
"C22H22O9","2","0.2"
"C22H22O9","2","2"
"C22H22O9","6","0"
"C22H22O9","6","0.4"
"C22H22O9","6","0.2"
"C22H22O9","6","2"
"C22H22O9","-10","0"
"C22H22O9","-10","0.4"
"C22H22O9","-10","0.2"
"C22H22O9","-10","2"
"C22H22O9","-6","0"
"C22H22O9","-6","0.4"
"C22H22O9","-6","0.2"
"C22H22O9","-6","2"
"C22H22O9","-2","0"
"C19H26O11","-2","0.4"
"C19H26O11","-2","0.2"
"C19H26O11","-2","2"
"C19H26O11","Pre","Pre"
"C19H26O11","2","0"
"C19H26O11","2","0.4"
"C19H26O11","2","0.2"
"C19H26O11","2","2"
"C19H26O11","6","0"
"C19H26O11","6","0.4"
"C19H26O11","6","0.2"
"C19H26O11","6","2"
"C19H26O11","-10","0"
"C19H26O11","-10","0.4"
"C19H26O11","-10","0.2"
"C19H26O11","-10","2"
"C19H26O11","-6","0"
"C19H26O11","-6","0.4"
"C19H26O11","-6","0.2"
"C19H26O11","-6","2"
"C19H26O11","-2","0"
"C17H30O10","Pre","Pre"
"C23H26O8","-2","0.4"
"C23H26O8","-2","0.2"
"C23H26O8","-2","2"
"C23H26O8","2","0"
"C23H26O8","2","0.4"
"C23H26O8","2","0.2"
"C23H26O8","2","2"
"C23H26O8","6","0"
"C23H26O8","6","0.4"
"C23H26O8","6","0.2"
"C23H26O8","6","2"
"C23H26O8","-10","0"
"C23H26O8","-10","0.4"
