Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates
469.2362379,25,38,6,0,0,0,0,0,CHO,[M+Cl]-,434.2668366,0.005416322,1
469.2442898,24,38,9,0,0,0,0,0,CHO,[M-H]-,470.2515663,0.035220805,2
469.2538528,35,34,1,0,0,0,0,0,CHO,[M-H]-,470.2611293,-0.347851349,3
469.2572906,22,42,8,0,0,0,0,0,CHO,[M+Cl]-,434.2878893,0.181964208,1
469.2595854,28,38,6,0,0,0,0,0,CHO,[M-H]-,470.2668619,-0.048698548,2
469.2726473,26,42,5,0,0,0,0,0,CHO,[M+Cl]-,434.303246,-0.04956031,1
469.2806834,25,42,8,0,0,0,0,0,CHO,[M-H]-,470.2879598,0.018032643,2
469.2839827,22,46,8,0,0,1,0,0,CHOS,[M-H]-,470.2912592,0.170008349,2
469.2937406,23,46,7,0,0,0,0,0,CHO,[M+Cl]-,434.3243393,0.033376821,1
469.2960577,29,42,5,0,0,0,0,0,CHO,[M-H]-,470.3033341,-0.233213598,2
469.3170656,26,46,7,0,0,0,0,0,CHO,[M-H]-,470.3243421,0.024981748,1
469.3301194,24,50,6,0,0,0,0,0,CHO,[M+Cl]-,434.3607181,0.04882179,1
469.3323424,30,46,4,0,0,0,0,0,CHO,[M-H]-,470.3396189,-0.019029565,1
469.3534562,27,50,6,0,0,0,0,0,CHO,[M-H]-,470.3607326,0.014219579,1
469.3898162,28,54,5,0,0,0,0,0,CHO,[M-H]-,470.3970926,0.068455685,1
470.1434417,18,29,11,1,0,0,0,0,CHON,[M+Cl]-,435.1740404,0.046813873,4
470.1611437,28,25,6,1,0,0,0,0,CHON,[M-H]-,471.1684202,-0.493796059,4
470.1798376,19,33,10,1,0,0,0,0,CHON,[M+Cl]-,435.2104364,0.022818565,2
470.216242,20,37,9,1,0,0,0,0,CHON,[M+Cl]-,435.2468407,-0.020480233,1
471.0699754,20,20,11,0,0,0,0,0,CHO,[M+Cl]-,436.1005741,-0.029038561,5
471.0853012,24,20,8,0,0,0,0,0,CHO,[M+Cl]-,436.1158999,-0.188681713,3
471.0933091,23,20,11,0,0,0,0,0,CHO,[M-H]-,472.1005856,-0.05109995,5
471.1039144,25,24,5,0,0,1,0,0,CHOS,[M+Cl]-,436.1345131,-0.157141568,6
471.1063424,21,24,10,0,0,0,0,0,CHO,[M+Cl]-,436.1369411,0.013401032,3
471.1145048,20,24,13,0,0,0,0,0,CHO,[M-H]-,472.1217812,-0.191431781,5
471.1215802,25,24,7,0,0,0,0,0,CHO,[M+Cl]-,436.1521789,0.055579789,3
471.1296809,24,24,10,0,0,0,0,0,CHO,[M-H]-,472.1369574,-0.021944975,4
471.1427258,22,28,9,0,0,0,0,0,CHO,[M+Cl]-,436.1733245,0.018390913,2
471.1507802,21,28,12,0,0,0,0,0,CHO,[M-H]-,472.1580567,0.041746278,4
471.1637317,19,32,11,0,0,0,0,0,CHO,[M+Cl]-,436.1943304,0.301484804,2
471.1660695,25,28,9,0,0,0,0,0,CHO,[M-H]-,472.173346,-0.028512503,3
471.1765211,27,32,3,0,0,1,0,0,CHOS,[M+Cl]-,436.2071198,0.219531056,2
471.1791193,23,32,8,0,0,0,0,0,CHO,[M+Cl]-,436.209718,4.57E-05,2
471.1871722,22,32,11,0,0,0,0,0,CHO,[M-H]-,472.1944487,0.027950615,4
471.2002276,20,36,10,0,0,0,0,0,CHO,[M+Cl]-,436.2308263,0.048390078,2
471.202528,26,32,8,0,0,0,0,0,CHO,[M-H]-,472.2098044,-0.18302545,3
471.2155203,24,36,7,0,0,0,0,0,CHO,[M+Cl]-,436.2461191,-0.03564407,2
471.2235628,23,36,10,0,0,0,0,0,CHO,[M-H]-,472.2308393,0.01709661,3
471.2366127,21,40,9,0,0,0,0,0,CHO,[M+Cl]-,436.2672114,0.049283697,1
471.2388609,27,36,7,0,0,0,0,0,CHO,[M-H]-,472.2461374,-0.071792162,3
471.2518976,25,40,6,0,0,0,0,0,CHO,[M+Cl]-,436.2824963,-0.016797494,1
471.2599451,24,40,9,0,0,0,0,0,CHO,[M-H]-,472.2672216,0.023992279,2
471.2729787,22,44,8,0,0,0,0,0,CHO,[M+Cl]-,436.3035775,0.09381004,1
471.2752237,28,40,6,0,0,0,0,0,CHO,[M-H]-,472.2825001,-0.023566431,1
471.2883057,26,44,5,0,0,0,0,0,CHO,[M+Cl]-,436.3189044,-0.068578442,1
471.293944,29,44,3,0,0,1,0,0,CHOS,[M-H]-,472.3012205,-0.221256824,3
471.2963328,25,44,8,0,0,0,0,0,CHO,[M-H]-,472.3036092,0.01938214,1
471.3115875,29,44,5,0,0,0,0,0,CHO,[M-H]-,472.3188639,0.022418323,1
471.3327223,26,48,7,0,0,0,0,0,CHO,[M-H]-,472.3399987,0.010909367,1
471.3479676,30,48,4,0,0,0,0,0,CHO,[M-H]-,472.3552441,0.033806474,1
471.3691377,27,52,6,0,0,0,0,0,CHO,[M-H]-,472.3764142,-0.052451378,1
471.4054992,28,56,5,0,0,0,0,0,CHO,[M-H]-,472.4127757,-0.001683002,1
472.1590777,18,31,11,1,0,0,0,0,CHON,[M+Cl]-,437.1896764,0.078804656,3
472.1954572,19,35,10,1,0,0,0,0,CHON,[M+Cl]-,437.2260559,0.092431743,2
472.2105977,23,35,7,1,0,0,0,0,CHON,[M+Cl]-,437.2411964,0.356872585,2
472.2834839,25,43,5,1,0,0,0,0,CHON,[M+Cl]-,437.3140826,0.093518796,1
473.0832033,24,22,6,0,0,1,0,0,CHOS,[M+Cl]-,438.113802,-0.211928056,7
473.0856231,20,22,11,0,0,0,0,0,CHO,[M+Cl]-,438.1162218,-0.023430152,5
473.1009364,24,22,8,0,0,0,0,0,CHO,[M+Cl]-,438.1315351,-0.15389485,3
473.1089564,23,22,11,0,0,0,0,0,CHO,[M-H]-,474.1162329,-0.044999428,5
473.1161439,28,22,5,0,0,0,0,0,CHO,[M+Cl]-,438.1467426,-0.04281957,4
473.1219965,21,26,10,0,0,0,0,0,CHO,[M+Cl]-,438.1525953,0.004111954,3
473.1300893,20,26,13,0,0,0,0,0,CHO,[M-H]-,474.1373658,-0.05246225,5
473.1372772,25,26,7,0,0,0,0,0,CHO,[M+Cl]-,438.1678759,-0.051889204,4
473.145317,24,26,10,0,0,0,0,0,CHO,[M-H]-,474.1525935,0.007561391,4
473.1558076,26,30,4,0,0,1,0,0,CHOS,[M+Cl]-,438.1864063,0.168536818,4
473.1583816,22,30,9,0,0,0,0,0,CHO,[M+Cl]-,438.1889803,0.005220848,2
473.1664325,21,30,12,0,0,0,0,0,CHO,[M-H]-,474.173709,0.036776986,4
473.1794081,19,34,11,0,0,0,0,0,CHO,[M+Cl]-,438.2100068,0.23997158,3
473.1817215,25,30,9,0,0,0,0,0,CHO,[M-H]-,474.188998,-0.032481609,3
473.1947714,23,34,8,0,0,0,0,0,CHO,[M+Cl]-,438.2253701,-0.004722195,2
473.2028186,22,34,11,0,0,0,0,0,CHO,[M-H]-,474.2100951,0.035569408,4
